Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Signal peptide	Topological domain	Subcellular location [CC]	yourlist:M201905316746803381A1F0E0DB47453E0216320D1CCA86Y
Q53GA4	PHLA2_HUMAN	reviewed	Pleckstrin homology-like domain family A member 2 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene C protein) (Imprinted in placenta and liver protein) (Tumor-suppressing STF cDNA 3 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 3 protein) (p17-Beckwith-Wiedemann region 1 C) (p17-BWR1C)	PHLDA2 BWR1C HLDA2 IPL TSSC3	Homo sapiens (Human)	152				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.	Q53GA4
Q96MV1	TMM56_HUMAN	reviewed	Transmembrane protein 56	TMEM56	Homo sapiens (Human)	263	TRANSMEM 7 27 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 90 110 Helical. {ECO:0000255}.; TRANSMEM 124 144 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.; TRANSMEM 211 231 Helical. {ECO:0000255}.			SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Q96MV1
Q8N4A0	GALT4_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)	GALNT4	Homo sapiens (Human)	578	TRANSMEM 13 35 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.		TOPO_DOM 1 12 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 36 578 Lumenal. {ECO:0000255}.	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305|PubMed:9804815}; Single-pass type II membrane protein {ECO:0000305|PubMed:9804815}.	Q8N4A0
P35555	FBN1_HUMAN	reviewed	Fibrillin-1 [Cleaved into: Asprosin]	FBN1 FBN	Homo sapiens (Human)	2871		SIGNAL 1 24 {ECO:0000269|PubMed:10636927}.		SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:24982166}. Note=Fibrillin-1 and Asprosin chains are still linked together during the secretion from cells, but are subsequently separated by furin (PubMed:24982166). {ECO:0000269|PubMed:24982166}.; SUBCELLULAR LOCATION: Asprosin: Secreted {ECO:0000269|PubMed:27087445}. Note=Secreted into the plasma. {ECO:0000269|PubMed:27087445}.; SUBCELLULAR LOCATION: Fibrillin-1: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:11461921, ECO:0000269|PubMed:24982166}.	P35555
Q8IUS5	EPHX4_HUMAN	reviewed	Epoxide hydrolase 4 (EC 3.3.-.-) (Abhydrolase domain-containing protein 7) (Epoxide hydrolase-related protein)	EPHX4 ABHD7 EH4 EPHXRP	Homo sapiens (Human)	362	TRANSMEM 17 37 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.			SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Q8IUS5
Q8TDW5	SYTL5_HUMAN	reviewed	Synaptotagmin-like protein 5	SYTL5 SLP5	Homo sapiens (Human)	730				SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.	Q8TDW5
H3BUL5	H3BUL5_HUMAN	unreviewed	Dual-specificity protein kinase CLK3 (Fragment)	CLK3	Homo sapiens (Human)	224					H3BUL5
Q96GW9	SYMM_HUMAN	reviewed	Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)	MARS2	Homo sapiens (Human)	593				SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}.	Q96GW9
Q8WWQ0	PHIP_HUMAN	reviewed	PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)	PHIP DCAF14 WDR11	Homo sapiens (Human)	1821				SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.	Q8WWQ0
Q9Y535	RPC8_HUMAN	reviewed	DNA-directed RNA polymerase III subunit RPC8 (RNA polymerase III subunit C8) (DNA-directed RNA polymerase III subunit H) (RNA polymerase III subunit 22.9 kDa subunit) (RPC22.9)	POLR3H KIAA1665 RPC8	Homo sapiens (Human)	204				SUBCELLULAR LOCATION: Nucleus.	Q9Y535
Q5C9Z4	NOM1_HUMAN	reviewed	Nucleolar MIF4G domain-containing protein 1 (SGD1 homolog)	NOM1 C7orf3	Homo sapiens (Human)	860				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:15715967, ECO:0000269|PubMed:17965019}.	Q5C9Z4
Q9H706	GARE1_HUMAN	reviewed	GRB2-associated and regulator of MAPK protein 1 (GRB2-associated and regulator of MAPK1)	GAREM1 C18orf11 FAM59A GAREM	Homo sapiens (Human)	876					Q9H706-2
O95832	CLD1_HUMAN	reviewed	Claudin-1 (Senescence-associated epithelial membrane protein)	CLDN1 CLD1 SEMP1 UNQ481/PRO944	Homo sapiens (Human)	211	TRANSMEM 8 28 Helical. {ECO:0000255}.; TRANSMEM 82 102 Helical. {ECO:0000255}.; TRANSMEM 116 136 Helical. {ECO:0000255}.; TRANSMEM 164 184 Helical. {ECO:0000255}.		TOPO_DOM 1 7 Cytoplasmic. {ECO:0000250}.; TOPO_DOM 29 81 Extracellular. {ECO:0000255}.; TOPO_DOM 103 115 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 137 163 Extracellular. {ECO:0000255}.; TOPO_DOM 185 211 Cytoplasmic. {ECO:0000250}.	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000269|PubMed:20375010, ECO:0000269|PubMed:23407391}. Cell membrane {ECO:0000269|PubMed:23704991}; Multi-pass membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000269|PubMed:20375010}. Note=Associates with CD81 and the CLDN1-CD81 complex localizes to the basolateral cell membrane. {ECO:0000269|PubMed:20375010}.	O95832
O43293	DAPK3_HUMAN	reviewed	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase)	DAPK3 ZIPK	Homo sapiens (Human)	454				SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15367680, ECO:0000269|PubMed:15910542, ECO:0000269|PubMed:20854903}. Cytoplasm {ECO:0000269|PubMed:15367680, ECO:0000269|PubMed:15611134, ECO:0000269|PubMed:17953487, ECO:0000269|PubMed:20854903}. Note=Predominantly localizes to the cytoplasm but can shuttle between the nucleus and cytoplasm; cytoplasmic localization is promoted by phosphorylation at Thr-299 and involves Rho/Rock signaling. {ECO:0000269|PubMed:17953487, ECO:0000269|PubMed:20854903}.; SUBCELLULAR LOCATION: Isoform 1: Nucleus {ECO:0000269|PubMed:17126281}. Cytoplasm {ECO:0000269|PubMed:17126281}.; SUBCELLULAR LOCATION: Isoform 2: Nucleus {ECO:0000269|PubMed:17126281}. Cytoplasm {ECO:0000269|PubMed:17126281}.	O43293
C9J4I9	C9J4I9_HUMAN	unreviewed	Peroxidasin homolog (Fragment)	PXDN	Homo sapiens (Human)	224		SIGNAL 1 26 {ECO:0000256|SAM:SignalP}.			C9J4I9
Q96S90	LYSM1_HUMAN	reviewed	LysM and putative peptidoglycan-binding domain-containing protein 1	LYSMD1 SB145	Homo sapiens (Human)	227					Q96S90-2
P17096	HMGA1_HUMAN	reviewed	High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1) (High mobility group protein R)	HMGA1 HMGIY	Homo sapiens (Human)	107				SUBCELLULAR LOCATION: Nucleus. Chromosome.	P17096-2,P17096
O43493	TGON2_HUMAN	reviewed	Trans-Golgi network integral membrane protein 2 (TGN38 homolog) (TGN46) (TGN48) (Trans-Golgi network protein TGN51)	TGOLN2 TGN46 TGN51	Homo sapiens (Human)	479	TRANSMEM 382 402 Helical. {ECO:0000255}.	SIGNAL 1 21 {ECO:0000255}.	TOPO_DOM 22 381 Extracellular. {ECO:0000255}.; TOPO_DOM 403 479 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Note=Primarily in trans-Golgi network. Cycles between the trans-Golgi network and the cell surface returning via endosomes.	O43493-2
P55210	CASP7_HUMAN	reviewed	Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]	CASP7 MCH3	Homo sapiens (Human)	303				SUBCELLULAR LOCATION: Cytoplasm.	P55210
Q8N0Z3	SPICE_HUMAN	reviewed	Spindle and centriole-associated protein 1 (Coiled-coil domain-containing protein 52) (Spindle and centriole-associated protein)	SPICE1 CCDC52 SPICE	Homo sapiens (Human)	855				SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:20736305}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:20736305}.	Q8N0Z3
Q9Y240	CLC11_HUMAN	reviewed	C-type lectin domain family 11 member A (C-type lectin superfamily member 3) (Lymphocyte secreted C-type lectin) (Osteolectin) (Stem cell growth factor) (p47)	CLEC11A CLECSF3 LSLCL SCGF	Homo sapiens (Human)	323		SIGNAL 1 21 {ECO:0000269|PubMed:9442024}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11803813}. Secreted {ECO:0000269|PubMed:11803813, ECO:0000269|PubMed:9442024}.	Q9Y240
Q93083	MT1L_HUMAN	reviewed	Metallothionein-1L (MT-1L) (Metallothionein-IL) (MT-IL)	MT1L	Homo sapiens (Human)	61					Q93083
Q9Y575	ASB3_HUMAN	reviewed	Ankyrin repeat and SOCS box protein 3 (ASB-3)	ASB3	Homo sapiens (Human)	518					Q9Y575-2
Q2TB10	ZN800_HUMAN	reviewed	Zinc finger protein 800	ZNF800 PP902	Homo sapiens (Human)	664				SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	Q2TB10
Q8WWM9	CYGB_HUMAN	reviewed	Cytoglobin (Histoglobin) (HGb) (Stellate cell activation-associated protein)	CYGB STAP	Homo sapiens (Human)	190				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	Q8WWM9
P35556	FBN2_HUMAN	reviewed	Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide]	FBN2	Homo sapiens (Human)	2912		SIGNAL 1 28 {ECO:0000255}.		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.	P35556
O75362	ZN217_HUMAN	reviewed	Zinc finger protein 217	ZNF217 ZABC1	Homo sapiens (Human)	1048				SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	O75362
Q8NEF9	SRFB1_HUMAN	reviewed	Serum response factor-binding protein 1 (SRF-dependent transcription regulation-associated protein) (p49/STRAP)	SRFBP1	Homo sapiens (Human)	429				SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q9CZ91}.	Q8NEF9
P07686	HEXB_HUMAN	reviewed	Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A]	HEXB HCC7	Homo sapiens (Human)	556		SIGNAL 1 42 {ECO:0000255}.		SUBCELLULAR LOCATION: Lysosome.	P07686
Q9Y6M7	S4A7_HUMAN	reviewed	Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7)	SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6	Homo sapiens (Human)	1214	TRANSMEM 609 629 Helical. {ECO:0000255}.; TRANSMEM 638 658 Helical. {ECO:0000255}.; TRANSMEM 696 716 Helical. {ECO:0000255}.; TRANSMEM 726 746 Helical. {ECO:0000255}.; TRANSMEM 818 838 Helical. {ECO:0000255}.; TRANSMEM 862 882 Helical. {ECO:0000255}.; TRANSMEM 909 929 Helical. {ECO:0000255}.; TRANSMEM 955 975 Helical. {ECO:0000255}.; TRANSMEM 1012 1032 Helical. {ECO:0000255}.; TRANSMEM 1035 1055 Helical. {ECO:0000255}.; TRANSMEM 1093 1113 Helical. {ECO:0000255}.		TOPO_DOM 1 608 Extracellular. {ECO:0000255}.; TOPO_DOM 630 637 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 659 695 Extracellular. {ECO:0000255}.; TOPO_DOM 717 725 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 747 817 Extracellular. {ECO:0000255}.; TOPO_DOM 839 861 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 883 908 Extracellular. {ECO:0000255}.; TOPO_DOM 930 954 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 976 1011 Extracellular. {ECO:0000255}.; TOPO_DOM 1033 1034 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 1056 1092 Extracellular. {ECO:0000255}.; TOPO_DOM 1114 1214 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Basolateral cell membrane; Multi-pass membrane protein. Apical cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell projection, stereocilium {ECO:0000250}. Note=Also described at the apical cell membrane. Localizes to the stereocilia of cochlear outer hair cells and to the lateral membrane of cochlear inner hair cells (By similarity). {ECO:0000250}.	Q9Y6M7-7
Q9BQC3	DPH2_HUMAN	reviewed	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (EC 2.5.1.108) (Diphthamide biosynthesis protein 2) (Diphtheria toxin resistance protein 2) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 2)	DPH2 DPH2L2	Homo sapiens (Human)	489					Q9BQC3
Q07352	TISB_HUMAN	reviewed	mRNA decay activator protein ZFP36L1 (Butyrate response factor 1) (EGF-response factor 1) (ERF-1) (TPA-induced sequence 11b) (Zinc finger protein 36, C3H1 type-like 1) (ZFP36-like 1)	ZFP36L1 BERG36 BRF1 ERF1 RNF162B TIS11B	Homo sapiens (Human)	338				SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12198173}. Cytoplasm {ECO:0000269|PubMed:12198173}. Cytoplasmic granule {ECO:0000269|PubMed:15967811}. Cytoplasm, P-body {ECO:0000269|PubMed:15967811, ECO:0000269|PubMed:17369404}. Note=Shuttles between the nucleus and the cytoplasm in a XPO1/CRM1-dependent manner (By similarity). Component of cytoplasmic stress granules (PubMed:15967811). Localizes in processing bodies (PBs) (PubMed:17369404). {ECO:0000250|UniProtKB:P23950, ECO:0000269|PubMed:15967811, ECO:0000269|PubMed:17369404}.	Q07352
Q9NQZ2	SAS10_HUMAN	reviewed	Something about silencing protein 10 (Charged amino acid-rich leucine zipper 1) (CRL1) (Disrupter of silencing SAS10) (UTP3 homolog)	UTP3 CRLZ1 SAS10	Homo sapiens (Human)	479				SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.	Q9NQZ2
Q14D04	MELT_HUMAN	reviewed	Ventricular zone-expressed PH domain-containing protein homolog 1 (Protein melted)	VEPH1 KIAA1692 VEPH	Homo sapiens (Human)	833				SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26039994}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9VS24}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9VS24}.	Q14D04
Q96H78	S2544_HUMAN	reviewed	Solute carrier family 25 member 44	SLC25A44 KIAA0446	Homo sapiens (Human)	314	TRANSMEM 20 42 Helical; Name=1. {ECO:0000255}.; TRANSMEM 71 90 Helical; Name=2. {ECO:0000255}.; TRANSMEM 113 133 Helical; Name=3. {ECO:0000255}.; TRANSMEM 185 201 Helical; Name=4. {ECO:0000255}.; TRANSMEM 222 239 Helical; Name=5. {ECO:0000255}.; TRANSMEM 278 296 Helical; Name=6. {ECO:0000255}.			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	Q96H78
Q969M3	YIPF5_HUMAN	reviewed	Protein YIPF5 (Five-pass transmembrane protein localizing in the Golgi apparatus and the endoplasmic reticulum 5) (Smooth muscle cell-associated protein 5) (SMAP-5) (YIP1 family member 5) (YPT-interacting protein 1 A)	YIPF5 FINGER5 YIP1A PP12723 SB140 UNQ3123/PRO10275	Homo sapiens (Human)	257	TRANSMEM 125 145 Helical. {ECO:0000255}.; TRANSMEM 147 167 Helical. {ECO:0000255}.; TRANSMEM 174 194 Helical. {ECO:0000255}.; TRANSMEM 197 217 Helical. {ECO:0000255}.; TRANSMEM 237 257 Helical. {ECO:0000255}.		TOPO_DOM 1 124 Cytoplasmic. {ECO:0000305|PubMed:27999994}.; TOPO_DOM 146 146 Lumenal. {ECO:0000305}.; TOPO_DOM 168 173 Cytoplasmic. {ECO:0000305}.; TOPO_DOM 195 196 Lumenal. {ECO:0000305}.; TOPO_DOM 218 236 Cytoplasmic. {ECO:0000305}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9EQQ2}; Multi-pass membrane protein. Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:27999994}; Multi-pass membrane protein. Cytoplasmic vesicle, COPII-coated vesicle {ECO:0000250|UniProtKB:Q5XID0}. Note=Enriched at the endoplasmic reticulum exit sites. Colocalizes with RAB1A. Incorporated into COPII-coated vesicles.	Q969M3
Q92889	XPF_HUMAN	reviewed	DNA repair endonuclease XPF (EC 3.1.-.-) (DNA excision repair protein ERCC-4) (DNA repair protein complementing XP-F cells) (Xeroderma pigmentosum group F-complementing protein)	ERCC4 ERCC11 XPF	Homo sapiens (Human)	916				SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	Q92889
Q96RV3	PCX1_HUMAN	reviewed	Pecanex-like protein 1 (Pecanex homolog protein 1)	PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1	Homo sapiens (Human)	2341	TRANSMEM 28 50 Helical. {ECO:0000255}.; TRANSMEM 57 74 Helical. {ECO:0000255}.; TRANSMEM 1003 1025 Helical. {ECO:0000255}.; TRANSMEM 1032 1049 Helical. {ECO:0000255}.; TRANSMEM 1067 1089 Helical. {ECO:0000255}.; TRANSMEM 1110 1132 Helical. {ECO:0000255}.; TRANSMEM 1160 1182 Helical. {ECO:0000255}.; TRANSMEM 1194 1213 Helical. {ECO:0000255}.; TRANSMEM 1266 1288 Helical. {ECO:0000255}.; TRANSMEM 1295 1312 Helical. {ECO:0000255}.			SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.	Q96RV3-4
Q8TCT9	HM13_HUMAN	reviewed	Minor histocompatibility antigen H13 (EC 3.4.23.-) (Intramembrane protease 1) (IMP-1) (IMPAS-1) (hIMP1) (Presenilin-like protein 3) (Signal peptide peptidase)	HM13 H13 IMP1 PSL3 SPP MSTP086	Homo sapiens (Human)	377	TRANSMEM 32 52 Helical. {ECO:0000255}.; TRANSMEM 78 98 Helical. {ECO:0000255}.; TRANSMEM 101 121 Helical. {ECO:0000255}.; TRANSMEM 158 178 Helical. {ECO:0000255}.; TRANSMEM 182 202 Helical. {ECO:0000255}.; TRANSMEM 210 230 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 291 311 Helical. {ECO:0000255}.; TRANSMEM 315 335 Helical. {ECO:0000255}.		TOPO_DOM 1 31 Lumenal. {ECO:0000269|PubMed:12077416, ECO:0000269|PubMed:15385547}.; TOPO_DOM 53 77 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 99 100 Lumenal. {ECO:0000255}.; TOPO_DOM 122 157 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 179 181 Lumenal. {ECO:0000255}.; TOPO_DOM 203 209 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 231 256 Lumenal. {ECO:0000269|PubMed:15385547}.; TOPO_DOM 278 290 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 312 314 Lumenal. {ECO:0000255}.; TOPO_DOM 336 377 Cytoplasmic. {ECO:0000269|PubMed:15385547}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15998642}; Multi-pass membrane protein {ECO:0000305}. Membrane {ECO:0000269|PubMed:12077416, ECO:0000269|PubMed:15385547}; Multi-pass membrane protein {ECO:0000305}; Lumenal side {ECO:0000269|PubMed:12077416, ECO:0000269|PubMed:15385547}.; SUBCELLULAR LOCATION: Isoform 4: Cell membrane {ECO:0000250|UniProtKB:Q9D8V0}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9D8V0}.	Q8TCT9-5
Q9UGH3	S23A2_HUMAN	reviewed	Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Nucleobase transporter-like 1 protein) (Sodium-dependent vitamin C transporter 2) (hSVCT2) (Yolk sac permease-like molecule 2)	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2	Homo sapiens (Human)	650	TRANSMEM 111 131 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.; TRANSMEM 162 182 Helical. {ECO:0000255}.; TRANSMEM 219 239 Helical. {ECO:0000255}.; TRANSMEM 267 284 Helical. {ECO:0000255}.; TRANSMEM 310 330 Helical. {ECO:0000255}.; TRANSMEM 372 392 Helical. {ECO:0000255}.; TRANSMEM 418 438 Helical. {ECO:0000255}.; TRANSMEM 462 482 Helical. {ECO:0000255}.; TRANSMEM 486 506 Helical. {ECO:0000255}.; TRANSMEM 517 537 Helical. {ECO:0000255}.; TRANSMEM 548 568 Helical. {ECO:0000255}.		TOPO_DOM 9 110 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 132 139 Extracellular. {ECO:0000255}.; TOPO_DOM 161 161 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 183 218 Extracellular. {ECO:0000255}.; TOPO_DOM 240 266 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 285 288 Extracellular. {ECO:0000255}.; TOPO_DOM 303 309 Extracellular. {ECO:0000255}.; TOPO_DOM 331 371 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 393 417 Extracellular. {ECO:0000255}.; TOPO_DOM 439 461 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 483 485 Extracellular. {ECO:0000255}.; TOPO_DOM 507 516 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 538 547 Extracellular. {ECO:0000255}.; TOPO_DOM 569 650 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19379732}; Multi-pass membrane protein {ECO:0000269|PubMed:19379732}.	Q9UGH3
P15153	RAC2_HUMAN	reviewed	Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)	RAC2	Homo sapiens (Human)	192				SUBCELLULAR LOCATION: Cytoplasm. Note=Membrane-associated when activated.	P15153
P06744	G6PI_HUMAN	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)	GPI	Homo sapiens (Human)	558				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11437381}. Secreted {ECO:0000269|PubMed:11437381}.	P06744
Q9H9L3	I20L2_HUMAN	reviewed	Interferon-stimulated 20 kDa exonuclease-like 2 (EC 3.1.-.-)	ISG20L2 HSD-38 HSD38	Homo sapiens (Human)	353				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:18065403}.	Q9H9L3
Q01459	DIAC_HUMAN	reviewed	Di-N-acetylchitobiase (EC 3.2.1.-)	CTBS CTB	Homo sapiens (Human)	385		SIGNAL 1 38 {ECO:0000250}.		SUBCELLULAR LOCATION: Lysosome.	Q01459
Q8N2K1	UB2J2_HUMAN	reviewed	Ubiquitin-conjugating enzyme E2 J2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J2) (Non-canonical ubiquitin-conjugating enzyme 2) (NCUBE-2)	UBE2J2 NCUBE2	Homo sapiens (Human)	259	TRANSMEM 227 247 Helical; Anchor for type IV membrane protein. {ECO:0000255}.		TOPO_DOM 1 226 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 248 259 Lumenal. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9Y385}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q9Y385}.	Q8N2K1
Q8NHQ9	DDX55_HUMAN	reviewed	ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55)	DDX55 KIAA1595	Homo sapiens (Human)	600					Q8NHQ9
